,type,name,id
3540,Gene,442936,3540
3541,Metabolite,HMDB0076256,3541
3542,Metabolite,HMDB0082285,3542
3543,Metabolite,HMDB0079366,3543
3544,Metabolite,HMDB0000739,3544
3545,Gene,396186,3545
3546,Symptom,D020754,3546
3547,Gene,66340,3547
3548,Microbe,TAXONOMY:2748175,3548
3549,Compound,MESH:C552526,3549
3550,Gene,242,3550
3551,Metabolite,HMDB0002231,3551
3552,Gene,84349,3552
3553,Gene,27236,3553
3554,Metabolite,HMDB0013467,3554
3555,Disease,MESH:D011129,3555
3556,Compound,DB01109,3556
3557,Gene,22352,3557
3558,Disease,MESH:D000699,3558
3559,Metabolite,HMDB0083660,3559
3560,Gene,20388,3560
3561,Gene,27253,3561
3562,Microbe,Firmicutes bacterium CAG:65,3562
3563,Disease,MESH:D013285,3563
3564,Compound,DB01149,3564
3565,Compound,MESH:C060988,3565
3566,Disease,X-Linked Ichthyosis,3566
3567,Compound,MESH:C572919,3567
3568,Compound,MESH:C009683,3568
3569,Disease,MESH:C563405,3569
3570,Gene,79871,3570
3571,Disease,MESH:D001171,3571
3572,Compound,DB00221,3572
3573,Disease,MESH:D003394,3573
3574,Microbe,TAXONOMY:999410,3574
3575,Gene,7706,3575
3576,Metabolite,HMDB0088175,3576
3577,Compound,MESH:C000589078,3577
3578,Gene,14387,3578
3579,Compound,DB04851,3579
3580,Anatomy,UBERON:0002351,3580
3581,Microbe,TAXONOMY:937593,3581
3582,Microbe,TAXONOMY:435698,3582
3583,Microbe,TAXONOMY:204038,3583
3584,Microbe,TAXONOMY:245876,3584
3585,Compound,DB01366,3585
3586,Metabolite,HMDB0081717,3586
3587,Gene,10288,3587
3588,Compound,DB09084,3588
3589,Compound,CHEBI:34342,3589
3590,Microbe,TAXONOMY:1408437,3590
3591,Microbe,TAXONOMY:190895,3591
3592,Microbe,TAXONOMY:1584,3592
3593,Disease,MESH:C564645,3593
3594,Metabolite,HMDB0083517,3594
3595,Compound,DB12883,3595
3596,Gene,10513,3596
3597,Metabolite,HMDB0000482,3597
3598,Gene,916,3598
3599,Metabolite,HMDB0091910,3599
3600,Metabolite,HMDB0011300,3600
3601,Gene,2703350,3601
3602,Gene,171136,3602
3603,Gene,26219,3603
3604,Metabolite,HMDB0089017,3604
3605,Gene,100314151,3605
3606,Disease,MESH:D020230,3606
3607,Compound,CHEBI:47871,3607
3608,Gene,54518,3608
3609,Compound,MESH:D008095,3609
3610,Gene,3658,3610
3611,Metabolite,HMDB0089095,3611
3612,Metabolite,HMDB0084130,3612
3613,Compound,CHEBI:40910,3613
3614,Compound,DB12128,3614
3615,Metabolite,HMDB0086102,3615
3616,Gene,338471,3616
3617,Metabolite,HMDB0088593,3617
3618,Microbe,TAXONOMY:2953,3618
3619,Metabolite,HMDB0073315,3619
3620,Metabolite,HMDB0082165,3620
3621,Metabolite,HMDB0074355,3621
3622,Gene,51301,3622
3623,Gene,6445,3623
3624,Compound,MESH:C522358,3624
3625,Disease,MESH:C537622,3625
3626,Metabolite,HMDB0092423,3626
3627,Compound,MESH:C000598200,3627
3628,Gene,54483,3628
3629,Compound,DB11779,3629
3630,Compound,MESH:D009581,3630
3631,Gene,18035,3631
3632,Microbe,TAXONOMY:712620,3632
3633,Metabolite,HMDB0080350,3633
3634,Gene,1951,3634
3635,Compound,DB02640,3635
3636,Metabolite,HMDB0075413,3636
3637,Gene,100009556,3637
3638,Compound,MESH:C521787,3638
3639,Anatomy,UBERON:0001756,3639
3640,Metabolite,HMDB0083280,3640
3641,Metabolite,HMDB0074792,3641
3642,Disease,MESH:D016609,3642
3643,Metabolite,HMDB0085815,3643
3644,Gene,664748,3644
3645,Metabolite,HMDB0000164,3645
3646,Microbe,TAXONOMY:1169350,3646
3647,Disease,MESH:C566906,3647
3648,Metabolite,HMDB0000552,3648
3649,Metabolite,HMDB0082726,3649
3650,Compound,MESH:D006495,3650
3651,Metabolite,HMDB0081478,3651
3652,Gene,2023,3652
3653,Compound,DB13245,3653
3654,Disease,MESH:D001745,3654
3655,Metabolite,HMDB0081692,3655
3656,Metabolite,HMDB0090205,3656
3657,Metabolite,HMDB0080876,3657
3658,Metabolite,HMDB0007904,3658
3659,Compound,MESH:C105196,3659
3660,Disease,MESH:D008060,3660
3661,Compound,MESH:D000644,3661
3662,Metabolite,HMDB0088799,3662
3663,Metabolite,HMDB0089570,3663
3664,Disease,Mucopolysaccharidosis Type IV Type A/Morquio Syndrome,3664
3665,Metabolite,HMDB0078053,3665
3666,Metabolite,HMDB0090872,3666
3667,Metabolite,HMDB0008139,3667
3668,Gene,56077,3668
3669,Microbe,TAXONOMY:28118,3669
3670,Compound,MESH:C079769,3670
3671,Gene,157574,3671
3672,Metabolite,HMDB0029094,3672
3673,Metabolite,HMDB0076587,3673
3674,Disease,MESH:C538363,3674
3675,Metabolite,HMDB0089530,3675
3676,Compound,DB11428,3676
3677,Gene,407010,3677
3678,Gene,23443,3678
3679,Gene,442914,3679
3680,Microbe,TAXONOMY:473812,3680
3681,Metabolite,HMDB0082971,3681
3682,Gene,179962,3682
3683,Compound,DB13763,3683
3684,Metabolite,HMDB0073359,3684
3685,Metabolite,HMDB0080313,3685
3686,Disease,OMIM:613508,3686
3687,Metabolite,HMDB0081235,3687
3688,Gene,100330617,3688
3689,Gene,219972,3689
3690,Metabolite,HMDB0074317,3690
3691,Compound,MESH:D000085,3691
3692,Gene,111345,3692
3693,Gene,8312,3693
3694,Gene,9672,3694
3695,Metabolite,HMDB0084695,3695
3696,Disease,MESH:D034363,3696
3697,Metabolite,HMDB0091050,3697
3698,Metabolite,HMDB0077777,3698
3699,Microbe,TAXONOMY:187452,3699
3700,Gene,257000,3700
3701,Metabolite,HMDB0076621,3701
3702,Metabolite,HMDB0073605,3702
3703,Compound,DB14655,3703
3704,Gene,101669762,3704
3705,Metabolite,HMDB0085757,3705
3706,Metabolite,HMDB0076689,3706
3707,Gene,201254,3707
3708,Microbe,Bacteroides <genus>,3708
3709,Gene,305843,3709
3710,Gene,50626,3710
3711,Metabolite,HMDB0075070,3711
3712,Compound,DB08995,3712
3713,Gene,55738,3713
3714,Metabolite,HMDB0078199,3714
3715,Disease,"Myopathy with lactic acidosis, hereditary",3715
3716,Gene,23399,3716
3717,Metabolite,HMDB0083143,3717
3718,Compound,DB00866,3718
3719,Gene,10994,3719
3720,Metabolite,HMDB0074777,3720
3721,Metabolite,HMDB0078396,3721
3722,Gene,174,3722
3723,Disease,MESH:C536469,3723
3724,Microbe,TAXONOMY:340369,3724
3725,Metabolite,HMDB0036657,3725
3726,Compound,DB00432,3726
3727,Gene,12771,3727
3728,Disease,Guanidinoacetate Methyltransferase Deficiency,3728
3729,Metabolite,HMDB0082504,3729
3730,Metabolite,HMDB0089234,3730
3731,Compound,DB06760,3731
3732,Gene,22408,3732
3733,Gene,574030,3733
3734,Gene,56045,3734
3735,Gene,64064,3735
3736,Compound,MESH:D005031,3736
3737,Gene,407054,3737
3738,Gene,24264,3738
3739,Metabolite,HMDB0088202,3739
3740,Gene,15242,3740
3741,Metabolite,HMDB0075220,3741
3742,Gene,494328,3742
3743,Disease,MESH:D000069836,3743
3744,Gene,4935,3744
3745,Metabolite,HMDB0083303,3745
3746,Gene,15461,3746
3747,Microbe,TAXONOMY:2095,3747
3748,Metabolite,HMDB0090920,3748
3749,Metabolite,HMDB0087216,3749
3750,Gene,56849,3750
3751,Compound,MESH:C067527,3751
3752,Metabolite,HMDB0091048,3752
3753,Gene,353299,3753
3754,Gene,15944,3754
3755,Metabolite,HMDB0076759,3755
3756,Microbe,Faecalibacterium sp. CAG:74,3756
3757,Metabolite,HMDB0083069,3757
3758,Metabolite,HMDB0075398,3758
3759,Gene,284756,3759
3760,Microbe,TAXONOMY:1637,3760
3761,Gene,11418,3761
3762,Metabolite,HMDB0011526,3762
3763,Metabolite,HMDB0090660,3763
3764,Metabolite,HMDB0079628,3764
3765,Disease,MESH:C536905,3765
3766,Gene,50853,3766
3767,Metabolite,HMDB0088339,3767
3768,Microbe,TAXONOMY:1938506,3768
3769,Disease,MESH:D000069,3769
3770,Disease,MESH:C567258,3770
3771,Gene,1238,3771
3772,Gene,1943,3772
3773,Compound,MESH:C050877,3773
3774,Gene,170472,3774
3775,Metabolite,HMDB0081149,3775
3776,Gene,57459,3776
3777,Metabolite,HMDB0000071,3777
3778,Metabolite,HMDB0075549,3778
3779,Gene,259252,3779
3780,Microbe,TAXONOMY:888050,3780
3781,Metabolite,HMDB0083895,3781
3782,Metabolite,HMDB0080924,3782
3783,Disease,MESH:D003668,3783
3784,Metabolite,HMDB0077210,3784
3785,Gene,397036,3785
3786,Gene,682,3786
3787,Metabolite,HMDB0090230,3787
3788,Microbe,TAXONOMY:936456,3788
3789,Gene,387758,3789
3790,Disease,MESH:D008831,3790
3791,Compound,DB02060,3791
3792,Metabolite,HMDB0088112,3792
3793,Division,TAXONOMY:6544,3793
3794,Disease,MESH:D002764,3794
3795,Metabolite,HMDB0077286,3795
3796,Microbe,TAXONOMY:2033685,3796
3797,Gene,477602,3797
3798,Metabolite,HMDB0089166,3798
3799,Metabolite,HMDB0077076,3799
3800,Gene,145814,3800
3801,Gene,27279,3801
3802,Gene,9957,3802
3803,Compound,DB13025,3803
3804,Compound,MESH:C479234,3804
3805,Disease,MESH:C566478,3805
3806,Disease,MESH:D009920,3806
3807,Gene,10398,3807
3808,Metabolite,HMDB0089921,3808
3809,Metabolite,HMDB0081918,3809
3810,Gene,5081,3810
3811,Metabolite,HMDB0080671,3811
3812,Metabolite,HMDB0085311,3812
3813,Gene,23283,3813
3814,Gene,343930,3814
3815,Compound,MESH:C017953,3815
3816,Metabolite,HMDB0090051,3816
3817,Gene,607675,3817
3818,Disease,MESH:D006973,3818
3819,Microbe,TAXONOMY:5476,3819
3820,Gene,6359,3820
3821,Symptom,D020335,3821
3822,Gene,79879,3822
3823,Metabolite,HMDB0074449,3823
3824,Metabolite,HMDB0086345,3824
3825,Disease,MESH:D012806,3825
3826,Gene,9724,3826
3827,Metabolite,HMDB0076309,3827
3828,Compound,MESH:C077543,3828
3829,Gene,721,3829
3830,Gene,29119,3830
3831,Compound,MESH:C035934,3831
3832,Compound,CHEBI:70313,3832
3833,Metabolite,HMDB0080095,3833
3834,Compound,MESH:C032285,3834
3835,Metabolite,HMDB0090343,3835
3836,Metabolite,HMDB0083790,3836
3837,Gene,57704,3837
3838,Metabolite,HMDB0083403,3838
3839,Metabolite,HMDB0079912,3839
3840,Metabolite,HMDB0029006,3840
3841,Disease,MESH:D004194,3841
3842,Gene,54714,3842
3843,Compound,DB00156,3843
3844,Metabolite,HMDB0080078,3844
3845,Gene,27239,3845
3846,Metabolite,HMDB0008656,3846
3847,Gene,23008,3847
3848,Disease,MESH:D057049,3848
3849,Metabolite,HMDB0085009,3849
3850,Metabolite,HMDB0074478,3850
3851,Microbe,TAXONOMY:406272,3851
3852,Microbe,TAXONOMY:2571145,3852
3853,Compound,MESH:C043548,3853
3854,Microbe,TAXONOMY:665874,3854
3855,Metabolite,HMDB0085630,3855
3856,Gene,10501,3856
3857,Gene,280834,3857
3858,Gene,326625,3858
3859,Gene,24362,3859
3860,Metabolite,HMDB0078812,3860
3861,Gene,23398,3861
3862,Microbe,TAXONOMY:1655,3862
3863,Disease,MESH:D001477,3863
3864,Gene,1073,3864
3865,Gene,64356,3865
3866,Microbe,TAXONOMY:1170467,3866
3867,Metabolite,HMDB0085726,3867
3868,Compound,CHEBI:23066,3868
3869,Metabolite,HMDB0073173,3869
3870,Metabolite,HMDB0085566,3870
3871,Gene,12724,3871
3872,Metabolite,HMDB0077409,3872
3873,Compound,MESH:D058924,3873
3874,Compound,CHEBI:22660,3874
3875,Gene,140914,3875
3876,Symptom,D013851,3876
3877,Gene,406968,3877
3878,Compound,MESH:C067601,3878
3879,Compound,MESH:C084588,3879
3880,Gene,11228,3880
3881,Gene,27033,3881
3882,Gene,767,3882
3883,Gene,116722,3883
3884,Metabolite,HMDB0083812,3884
3885,Compound,DB06077,3885
3886,Disease,OMIM:191900,3886
3887,Gene,26056,3887
3888,Metabolite,HMDB0083996,3888
3889,Metabolite,HMDB0077720,3889
3890,Gene,50507,3890
3891,Compound,DB11960,3891
3892,Division,TAXONOMY:32066,3892
3893,Metabolite,HMDB0091417,3893
3894,Compound,DB14206,3894
3895,Metabolite,HMDB0091710,3895
3896,Microbe,TAXONOMY:469590,3896
3897,Metabolite,HMDB0092537,3897
3898,Metabolite,HMDB0000897,3898
3899,Microbe,TAXONOMY:333990,3899
3900,Compound,DB06244,3900
3901,Compound,DB03419,3901
3902,Metabolite,HMDB0084652,3902
3903,Disease,MESH:D006391,3903
3904,Compound,DB05057,3904
3905,Gene,6632,3905
3906,Gene,9801,3906
3907,Gene,24335,3907
3908,Disease,MESH:C536832,3908
3909,Gene,6605,3909
3910,Metabolite,HMDB0088634,3910
3911,Metabolite,HMDB0073291,3911
3912,Microbe,TAXONOMY:1862,3912
3913,Compound,CHEBI:27750,3913
3914,Metabolite,HMDB0000714,3914
3915,Microbe,TAXONOMY:33882,3915
3916,Gene,79807,3916
3917,Gene,641528,3917
3918,Metabolite,HMDB0000693,3918
3919,Metabolite,HMDB0073966,3919
3920,Metabolite,HMDB0089822,3920
3921,Disease,MESH:D017689,3921
3922,Compound,DB00643,3922
3923,Gene,54551,3923
3924,Compound,CHEBI:71620,3924
3925,Gene,9463,3925
3926,Gene,12654,3926
3927,Metabolite,HMDB0076027,3927
3928,Compound,DB11092,3928
3929,Metabolite,HMDB0089881,3929
3930,Metabolite,HMDB0075568,3930
3931,Metabolite,HMDB0089781,3931
3932,Metabolite,HMDB0085395,3932
3933,Metabolite,HMDB0076208,3933
3934,Metabolite,HMDB0077395,3934
3935,Microbe,TAXONOMY:29543,3935
3936,Compound,DB00435,3936
3937,Metabolite,HMDB0000827,3937
3938,Disease,MESH:C537145,3938
3939,Compound,MESH:C485991,3939
3940,Gene,19132,3940
3941,Metabolite,HMDB0079778,3941
3942,Metabolite,HMDB0091307,3942
3943,Metabolite,HMDB0077849,3943
3944,Disease,MESH:D050497,3944
3945,Metabolite,HMDB0083801,3945
3946,Disease,MESH:C536830,3946
3947,Gene,654812,3947
3948,Metabolite,HMDB0074234,3948
3949,Disease,MESH:C536382,3949
3950,Microbe,TAXONOMY:5736,3950
3951,Gene,100287932,3951
3952,Metabolite,HMDB0082525,3952
3953,Metabolite,HMDB0085741,3953
3954,Division,TAXONOMY:6995,3954
3955,Microbe,TAXONOMY:1095727,3955
3956,Gene,362788,3956
3957,Metabolite,HMDB0083252,3957
3958,Gene,80184,3958
3959,Disease,MESH:D052919,3959
3960,Metabolite,HMDB0000336,3960
3961,Metabolite,HMDB0081601,3961
3962,Metabolite,HMDB0084363,3962
3963,Metabolite,HMDB0085135,3963
3964,Gene,403939,3964
3965,Microbe,TAXONOMY:340480,3965
3966,Compound,MESH:C544595,3966
3967,Microbe,TAXONOMY:1325861,3967
3968,Disease,MESH:D010146,3968
3969,Compound,DB00819,3969
3970,Metabolite,HMDB0085670,3970
3971,Compound,DB00778,3971
3972,Gene,16785,3972
3973,Gene,1785,3973
3974,Metabolite,HMDB0087236,3974
3975,Gene,3854,3975
3976,Compound,MESH:C053672,3976
3977,Metabolite,HMDB0088298,3977
3978,Disease,MESH:D011696,3978
3979,Gene,91289,3979
3980,Microbe,TAXONOMY:36847,3980
3981,Anatomy,UBERON:0000995,3981
3982,Disease,MESH:D002559,3982
3983,Metabolite,HMDB0080899,3983
3984,Gene,25984,3984
3985,Metabolite,HMDB0091329,3985
3986,Symptom,D011681,3986
3987,Compound,DB11145,3987
3988,Gene,4682,3988
3989,Metabolite,HMDB0079585,3989
3990,Metabolite,HMDB0077265,3990
3991,Metabolite,HMDB0080979,3991
3992,Metabolite,HMDB0074730,3992
3993,Metabolite,HMDB0001471,3993
3994,Gene,10791,3994
3995,Disease,MESH:D005322,3995
3996,Metabolite,HMDB0001155,3996
3997,Gene,6141,3997
3998,Gene,56978,3998
3999,Gene,4331,3999
4000,Gene,79413,4000
4001,Gene,65005,4001
4002,Metabolite,HMDB0092506,4002
4003,Gene,55898,4003
4004,Metabolite,HMDB0091025,4004
4005,Gene,407028,4005
4006,Gene,65986,4006
4007,Metabolite,HMDB0082046,4007
4008,Disease,MESH:D004761,4008
4009,Metabolite,HMDB0087256,4009
4010,Compound,MESH:C498077,4010
4011,Metabolite,HMDB0078184,4011
4012,Metabolite,HMDB0091181,4012
4013,Metabolite,HMDB0082603,4013
4014,Metabolite,HMDB0086238,4014
4015,Metabolite,HMDB0077559,4015
4016,Gene,5453,4016
4017,Metabolite,HMDB0087690,4017
4018,Gene,434246,4018
4019,Gene,10981,4019
4020,Metabolite,HMDB0091954,4020
4021,Gene,6403,4021
4022,Metabolite,HMDB0000863,4022
4023,Gene,64398,4023
4024,Microbe,TAXONOMY:551936,4024
4025,Disease,MESH:D012010,4025
4026,Disease,MESH:D007235,4026
4027,Metabolite,HMDB0091940,4027
4028,Gene,2589,4028
4029,Compound,CHEBI:65321,4029
4030,Metabolite,HMDB0079293,4030
4031,Gene,210274,4031
4032,Gene,266962,4032
4033,Gene,8645,4033
4034,Metabolite,HMDB0078939,4034
4035,Disease,MESH:C535576,4035
4036,Microbe,TAXONOMY:210007,4036
4037,Gene,91607,4037
4038,Microbe,TAXONOMY:1131898,4038
4039,Metabolite,HMDB0083059,4039
4040,Metabolite,HMDB0089108,4040
4041,Compound,MESH:D012973,4041
4042,Microbe,TAXONOMY:645464,4042
4043,Compound,MESH:C108218,4043
4044,Metabolite,HMDB0033890,4044
4045,Metabolite,HMDB0073775,4045
4046,Compound,DB00108,4046
4047,Gene,23520,4047
4048,Gene,643641,4048
4049,Metabolite,HMDB0081277,4049
4050,Metabolite,HMDB0087603,4050
4051,Gene,388115,4051
4052,Metabolite,HMDB0089523,4052
4053,Metabolite,HMDB0092054,4053
4054,Disease,MESH:D008417,4054
4055,Disease,MESH:C536890,4055
4056,Disease,MESH:C535501,4056
4057,Gene,3426,4057
4058,Compound,DB12510,4058
4059,Metabolite,HMDB0082147,4059
4060,Microbe,TAXONOMY:1727,4060
4061,Gene,11193,4061
4062,Compound,MESH:D003031,4062
4063,Gene,390436,4063
4064,Disease,MESH:D001997,4064
4065,Gene,12955,4065
4066,Disease,MESH:D051642,4066
4067,Metabolite,HMDB0092322,4067
4068,Gene,51191,4068
4069,Metabolite,HMDB0080163,4069
4070,Disease,DOID:8850,4070
4071,Gene,24943,4071
4072,Metabolite,HMDB0085193,4072
4073,Compound,MESH:C403944,4073
4074,Compound,MESH:C044650,4074
4075,Metabolite,HMDB0013452,4075
4076,Metabolite,HMDB0075608,4076
4077,Metabolite,HMDB0087983,4077
4078,Metabolite,HMDB0078591,4078
4079,Microbe,TAXONOMY:634498,4079
4080,Gene,1798,4080
4081,Gene,1953,4081
4082,Compound,MESH:C040533,4082
4083,Gene,100009138,4083
4084,Compound,DB15334,4084
4085,Metabolite,HMDB0084573,4085
4086,Metabolite,HMDB0090936,4086
4087,Disease,MESH:D008179,4087
4088,Metabolite,HMDB0011566,4088
4089,Metabolite,HMDB0085417,4089
4090,Gene,1160,4090
4091,Metabolite,HMDB0082962,4091
4092,Compound,DB12864,4092
4093,Metabolite,HMDB0079770,4093
4094,Metabolite,HMDB0080960,4094
4095,Compound,DB09302,4095
4096,Disease,MESH:D005359,4096
4097,Metabolite,HMDB0089931,4097
4098,Gene,26020,4098
4099,Metabolite,HMDB0089244,4099
4100,Metabolite,HMDB0090307,4100
4101,Metabolite,HMDB0078868,4101
4102,Disease,OMIM:151900,4102
4103,Metabolite,HMDB0081635,4103
4104,Gene,8241,4104
4105,Gene,22044,4105
4106,Compound,DB00928,4106
4107,Gene,9677,4107
4108,Gene,6189,4108
4109,Gene,395506,4109
4110,Gene,1493,4110
4111,Gene,56897,4111
4112,Microbe,TAXONOMY:886872,4112
4113,Metabolite,HMDB0083257,4113
4114,Metabolite,HMDB0083437,4114
4115,Disease,MESH:D063766,4115
4116,Compound,MESH:C585278,4116
4117,Microbe,TAXONOMY:257314,4117
4118,Metabolite,HMDB0091063,4118
4119,Metabolite,HMDB0083115,4119
4120,Metabolite,HMDB0085814,4120
4121,Metabolite,HMDB0028892,4121
4122,Metabolite,HMDB0081553,4122
4123,Metabolite,HMDB0085896,4123
4124,Disease,MESH:C537516,4124
4125,Metabolite,HMDB0090876,4125
4126,Compound,DB00731,4126
4127,Microbe,TAXONOMY:553220,4127
4128,Compound,MESH:D002243,4128
4129,Gene,100113365,4129
4130,Gene,3161,4130
4131,Compound,CHEBI:25351,4131
4132,Metabolite,HMDB0000253,4132
4133,Gene,243270,4133
4134,Gene,123970,4134
4135,Metabolite,HMDB0078849,4135
4136,Metabolite,HMDB0076911,4136
4137,Metabolite,HMDB0086164,4137
4138,Metabolite,HMDB0029125,4138
4139,Compound,DB00151,4139
4140,Gene,14583,4140
4141,Gene,7433,4141
4142,Gene,89797,4142
4143,Metabolite,HMDB0083593,4143
4144,Gene,42414,4144
4145,Compound,MESH:C578687,4145
4146,Metabolite,HMDB0080185,4146
4147,Compound,DB07795,4147
4148,Metabolite,HMDB0089032,4148
4149,Metabolite,HMDB0078550,4149
4150,Compound,DB01034,4150
4151,Gene,5684,4151
4152,Metabolite,HMDB0087635,4152
4153,Metabolite,HMDB0092117,4153
4154,Disease,MESH:D020191,4154
4155,Metabolite,HMDB0092792,4155
4156,Gene,1401,4156
4157,Microbe,TAXONOMY:259354,4157
4158,Gene,57914,4158
4159,Gene,65258,4159
4160,Metabolite,HMDB0074764,4160
4161,Gene,2086,4161
4162,Metabolite,HMDB0074575,4162
4163,Metabolite,HMDB0075466,4163
4164,Metabolite,HMDB0073204,4164
4165,Disease,MESH:D002780,4165
4166,Microbe,TAXONOMY:658657,4166
4167,Gene,342945,4167
4168,Compound,DB13725,4168
4169,Metabolite,HMDB0011242,4169
4170,Compound,MESH:C002769,4170
4171,Metabolite,HMDB0092168,4171
4172,Gene,24505,4172
4173,Gene,726,4173
4174,Gene,56952,4174
4175,Compound,DB00256,4175
4176,Gene,16819,4176
4177,Gene,100302182,4177
4178,Metabolite,HMDB0083179,4178
4179,Metabolite,HMDB0092851,4179
4180,Compound,MESH:C087969,4180
4181,Compound,DB01399,4181
4182,Disease,MESH:C563573,4182
4183,Gene,5898,4183
4184,Gene,10472,4184
4185,Microbe,TAXONOMY:1051714,4185
4186,Gene,57556,4186
4187,Gene,6472,4187
4188,Gene,192129,4188
4189,Microbe,TAXONOMY:542424,4189
4190,Gene,359834,4190
4191,Gene,29495,4191
4192,Compound,MESH:C038044,4192
4193,Microbe,TAXONOMY:338,4193
4194,Compound,MESH:C011819,4194
4195,Gene,1463,4195
4196,Gene,55000,4196
4197,Gene,11182,4197
4198,Disease,MESH:D015208,4198
4199,Microbe,TAXONOMY:335854,4199
4200,Anatomy,UBERON:0002944,4200
4201,Metabolite,HMDB0073981,4201
4202,Metabolite,HMDB0074370,4202
4203,Metabolite,HMDB0084292,4203
4204,Compound,DB03708,4204
4205,Compound,MESH:C104411,4205
4206,Microbe,TAXONOMY:480119,4206
4207,Compound,DB09115,4207
4208,Gene,16588,4208
4209,Gene,6513,4209
4210,Compound,DB00668,4210
4211,Gene,10349,4211
4212,Gene,3771877,4212
4213,Metabolite,HMDB0082737,4213
4214,Compound,MESH:D016284,4214
4215,Gene,114766,4215
4216,Gene,5082,4216
4217,Gene,373071,4217
4218,Metabolite,HMDB0092367,4218
4219,Gene,64520,4219
4220,Gene,81888,4220
4221,Microbe,TAXONOMY:432100,4221
4222,Metabolite,HMDB0080661,4222
4223,Metabolite,HMDB0081720,4223
4224,Disease,MESH:D011539,4224
4225,Gene,12028,4225
4226,Gene,12587,4226
4227,Microbe,TAXONOMY:1446473,4227
4228,Metabolite,HMDB0075495,4228
4229,Metabolite,HMDB0074359,4229
4230,Gene,6595,4230
4231,Compound,DB14496,4231
4232,Compound,MESH:D020723,4232
4233,Metabolite,HMDB0000449,4233
4234,Compound,DB09320,4234
4235,Anatomy,UBERON:0001685,4235
4236,Metabolite,HMDB0073423,4236
4237,Gene,1213,4237
4238,Metabolite,HMDB0087533,4238
4239,Compound,MESH:C088115,4239
4240,Metabolite,HMDB0089725,4240
4241,Metabolite,HMDB0073320,4241
4242,Metabolite,HMDB0092173,4242
4243,Symptom,D010292,4243
4244,Compound,MESH:C008976,4244
4245,Gene,10675,4245
4246,Microbe,TAXONOMY:529,4246
4247,Microbe,TAXONOMY:888826,4247
4248,Compound,DB01260,4248
4249,Metabolite,HMDB0074184,4249
4250,Gene,191574,4250
4251,Microbe,TAXONOMY:33038,4251
4252,Metabolite,HMDB0072945,4252
4253,Gene,9966,4253
4254,Gene,4238,4254
4255,Gene,51512,4255
4256,Gene,20339,4256
4257,Gene,55638,4257
4258,Metabolite,HMDB0079878,4258
4259,Metabolite,HMDB0083759,4259
4260,Disease,MESH:D013313,4260
4261,Microbe,TAXONOMY:28222,4261
4262,Compound,DB09028,4262
4263,Microbe,TAXONOMY:1611246,4263
4264,Compound,DB03006,4264
4265,Metabolite,HMDB0074925,4265
4266,Metabolite,HMDB0083451,4266
4267,Compound,MESH:D006062,4267
4268,Gene,5782,4268
4269,Gene,65250,4269
4270,Gene,79698,4270
4271,Gene,25981,4271
4272,Gene,6940,4272
4273,Metabolite,HMDB0074049,4273
4274,Metabolite,HMDB0085582,4274
4275,Gene,12985,4275
4276,Metabolite,HMDB0081447,4276
4277,Compound,MESH:C487766,4277
4278,Disease,MESH:D014987,4278
4279,Disease,MESH:C562864,4279
4280,Microbe,TAXONOMY:1033739,4280
4281,Gene,221883,4281
4282,Compound,DB00102,4282
4283,Gene,3623,4283
4284,Microbe,TAXONOMY:457421,4284
4285,Metabolite,HMDB0079611,4285
4286,Gene,27306,4286
4287,Metabolite,HMDB0088008,4287
4288,Gene,79605,4288
4289,Disease,MESH:D018222,4289
4290,Metabolite,HMDB0073540,4290
4291,Metabolite,HMDB0073988,4291
4292,Compound,MESH:D020111,4292
4293,Disease,MESH:D058249,4293
4294,Compound,DB00810,4294
4295,Metabolite,HMDB0091393,4295
4296,Disease,MESH:D034161,4296
4297,Metabolite,HMDB0075327,4297
4298,Gene,171060,4298
4299,Gene,16168,4299
4300,Gene,84439,4300
4301,Gene,100766761,4301
4302,Metabolite,HMDB0077575,4302
4303,Gene,19296,4303
4304,Gene,20431,4304
4305,Metabolite,HMDB0074043,4305
4306,Metabolite,HMDB0076728,4306
4307,Metabolite,HMDB0078634,4307
4308,Microbe,TAXONOMY:67608,4308
4309,Metabolite,HMDB0089494,4309
4310,Gene,8452,4310
4311,Compound,DB03867,4311
4312,Gene,83483,4312
4313,Metabolite,HMDB0083908,4313
4314,Disease,Bladder infections,4314
4315,Compound,MESH:C055328,4315
4316,Metabolite,HMDB0083864,4316
4317,Metabolite,HMDB0077773,4317
4318,Metabolite,HMDB0084346,4318
4319,Metabolite,HMDB0088226,4319
4320,Metabolite,HMDB0008663,4320
4321,Disease,MESH:C562787,4321
4322,Metabolite,Triiodothyronine Sulfate,4322
4323,Compound,DB02659,4323
4324,Gene,6418,4324
4325,Gene,127841,4325
4326,Gene,20363,4326
4327,Gene,160897,4327
4328,Compound,MESH:C502418,4328
4329,Disease,Isobutyryl-CoA Dehydrogenase Deficiency,4329
4330,Microbe,Actinomyces georgiae  DSM 6843,4330
4331,Compound,MESH:C060464,4331
4332,Gene,2587,4332
4333,Compound,MESH:C437683,4333
4334,Metabolite,HMDB0078649,4334
4335,Metabolite,HMDB0084959,4335
4336,Compound,DB09062,4336
4337,Compound,MESH:D004095,4337
4338,Gene,25592,4338
4339,Microbe,TAXONOMY:2276,4339
4340,Microbe,TAXONOMY:525379,4340
4341,Gene,1068844,4341
